EVENT_TYPE,UID,GID,USERNAME,G_USERNAME,PID,PPID,EXIT_CODE,DURATIONS(ns),COMMAND,EXE,FILENAME,TIMESTAMP(system),FILE_MODE,FILE_MODE_PROCESSED,NEW_FILE_MODE,NEW_FILE_MODE_PROCESSED,WAS_SUCCESS,DO_NOT_UPDATE_ATIME,FILE_UID,NEW_FILE_UID,FILE_GID,NEW_FILE_GID,FILE_MODIFICATION_TIME,NEW_FILE_MODIFICATION_TIME,FILE_METADATA_CHANGE_TIME,NEW_FILE_METADATA_CHANGE_TIME,FILE_ACCESS_TIME,NEW_FILE_ACCESS_TIME,FILE_TYPE,NEW_FILE_TYPE,SENSITIVE_FILE,SUID_CHANGED,SUID_SET,SUID_CLEARED,SGID_CHANGED,SGID_SET,SGID_CLEARED,STICKY_BIT_CHANGED,STICKY_SET,STICKY_CLEARED,PERMISSION_CHANGED,OWNER_CHANGED,GROUP_CHANGED,FILE_SIZE_EXTENDED,FILE_SIZE_TRUNCATED,CREATION_TIME_CHANGED,ACCESS_TIME_CHANGED,MODIFIED_METADATA_TIME_CHANGED,FILE_CREATED,TARGET_DIR_WORLD_WRITABLE,DEV_MAJOR,DEV_MAJOR_NEW,DEV_MINOR,DEV_MINOR_NEW,RDEV_MAJOR,RDEV_MINOR,RDEV_MAJOR_NEW,RDEV_MINOR_NEW,I_BDEV_MAJOR,I_BDEV_MINOR,I_BDEV_MAJOR_NEW,I_BDEV_MINOR_NEW,RDEV_BDEV_MISSMATCH,RDEV_BDEV_MISSMATCH_NEW,LINKED_FILE_SGID_OR_SUID,LINKED_TO_SENSITIVE_FILE,CROSS_USER_LINK,IS_SYMLINK,NEW_FILENAME,WAS_DIR_REMOVED,IS_CURRENT_DIR_WORLD_WRITABLE,IS_SWITCHING_USER,IS_SWITCHING_ROOT,IS_CHANGING_PASSWORD,IS_ROOT_COMMAND,NAME,RHOST,RNAME,LOGIN_TYPE,IS_AUTH_SUCCESS,PROTOCOL_FAMILY,SOCKET_TYPE,PROTOCOL,DPORT,DIPV4,DIPV6,LPORT,LIPV4,LIPV6,PATH,PEER_PID,PEER_UID,PEER_GID,BACKLOG,IFINDEX,IS_KERNEL_SOCK,IS_IMPORTANT_PORT,IS_SOCK_SUCCESS,ARGV
PROCESS_EXIT,65534,129,nobody,saned,2306432,2306431,255,57530019,sshd,void,void,1765278379473576985,4294967295,7777,4294967295,7777,0, 0,65534,65534,129,129,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,0,255,255,void,255,255,255,255,255,255,,,,,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
EXECVE_ENTER,0,0,root,root,2306433,1648,0,1200389,sshd,/usr/sbin/sshd,/usr/sbin/sshd,1765278379700827780,4294967295,7777,4294967295,7777,1, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/usr/sbin/sshd,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,"/usr/sbin/sshd -D -R "
EXECVE_ENTER,0,0,root,root,2306434,1648,0,1357914,sshd,/usr/sbin/sshd,/usr/sbin/sshd,1765278379701573930,4294967295,7777,4294967295,7777,1, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/usr/sbin/sshd,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,"/usr/sbin/sshd -D -R "
EXECVE_ENTER,0,0,root,root,2306435,1648,0,1772631,sshd,/usr/sbin/sshd,/usr/sbin/sshd,1765278379702477867,4294967295,7777,4294967295,7777,1, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/usr/sbin/sshd,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,"/usr/sbin/sshd -D -R "
EXECVE_ENTER,0,0,root,root,2306436,1648,0,2798955,sshd,/usr/sbin/sshd,/usr/sbin/sshd,1765278379704407999,4294967295,7777,4294967295,7777,1, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/usr/sbin/sshd,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,"/usr/sbin/sshd -D -R "
EXECVE_ENTER,0,0,root,root,2306437,1648,0,4822628,sshd,/usr/sbin/sshd,/usr/sbin/sshd,1765278379707211555,4294967295,7777,4294967295,7777,1, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/usr/sbin/sshd,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,"/usr/sbin/sshd -D -R "
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306433,1648,0,0,sshd,/usr/sbin/sshd,/etc/ssl/openssl.cnf,1765278379714255825,32768,0000,32768,0000,1, 0,0,0,0,0,1738761463000000000, 1738761463000000000,1757592262601060859, 1757592262601060859,1765262686478986705, 1765262686478986705,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/ssl/openssl.cnf,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306434,1648,0,0,sshd,/usr/sbin/sshd,/etc/ssl/openssl.cnf,1765278379715330173,32768,0000,32768,0000,1, 0,0,0,0,0,1738761463000000000, 1738761463000000000,1757592262601060859, 1757592262601060859,1765262686478986705, 1765262686478986705,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/ssl/openssl.cnf,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306435,1648,0,0,sshd,/usr/sbin/sshd,/etc/ssl/openssl.cnf,1765278379722057896,32768,0000,32768,0000,1, 0,0,0,0,0,1738761463000000000, 1738761463000000000,1757592262601060859, 1757592262601060859,1765262686478986705, 1765262686478986705,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/ssl/openssl.cnf,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306436,1648,0,0,sshd,/usr/sbin/sshd,/etc/ssl/openssl.cnf,1765278379723833074,32768,0000,32768,0000,1, 0,0,0,0,0,1738761463000000000, 1738761463000000000,1757592262601060859, 1757592262601060859,1765262686478986705, 1765262686478986705,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/ssl/openssl.cnf,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306433,1648,0,0,sshd,/usr/sbin/sshd,/etc/hosts.deny,1765278379725361176,32768,0000,32768,0000,1, 0,0,0,0,0,1726064460000000000, 1726064460000000000,1754250570646448208, 1754250570646448208,1765278379415092407, 1765278379415092407,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/hosts.deny,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306434,1648,0,0,sshd,/usr/sbin/sshd,/etc/hosts.deny,1765278379725370767,32768,0000,32768,0000,1, 0,0,0,0,0,1726064460000000000, 1726064460000000000,1754250570646448208, 1754250570646448208,1765278379415092407, 1765278379415092407,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/hosts.deny,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306437,1648,0,0,sshd,/usr/sbin/sshd,/etc/ssl/openssl.cnf,1765278379725879316,32768,0000,32768,0000,1, 0,0,0,0,0,1738761463000000000, 1738761463000000000,1757592262601060859, 1757592262601060859,1765262686478986705, 1765262686478986705,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/ssl/openssl.cnf,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306435,1648,0,0,sshd,void,/etc/hosts.deny,1765278379731210007,32768,0000,32768,0000,1, 0,0,0,0,0,1726064460000000000, 1726064460000000000,1754250570646448208, 1754250570646448208,1765278379415092407, 1765278379415092407,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/hosts.deny,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306437,1648,0,0,sshd,void,/etc/hosts.deny,1765278379735632646,32768,0000,32768,0000,1, 0,0,0,0,0,1726064460000000000, 1726064460000000000,1754250570646448208, 1754250570646448208,1765278379415092407, 1765278379415092407,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/hosts.deny,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306436,1648,0,0,sshd,void,/etc/hosts.deny,1765278379736987099,32768,0000,32768,0000,1, 0,0,0,0,0,1726064460000000000, 1726064460000000000,1754250570646448208, 1754250570646448208,1765278379415092407, 1765278379415092407,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/hosts.deny,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306433,1648,0,0,sshd,void,/etc/passwd,1765278379785346024,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752059930187, 1757592752059930187,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/passwd,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306434,1648,0,0,sshd,void,/etc/passwd,1765278379785382022,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752059930187, 1757592752059930187,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/passwd,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2306435,1648,0,0,sshd,void,/etc/passwd,1765278379791370717,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752059930187, 1757592752059930187,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/passwd,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
