EVENT_TYPE,UID,GID,USERNAME,G_USERNAME,PID,PPID,EXIT_CODE,DURATIONS(ns),COMMAND,EXE,FILENAME,TIMESTAMP(system),FILE_MODE,FILE_MODE_PROCESSED,NEW_FILE_MODE,NEW_FILE_MODE_PROCESSED,WAS_SUCCESS,DO_NOT_UPDATE_ATIME,FILE_UID,NEW_FILE_UID,FILE_GID,NEW_FILE_GID,FILE_MODIFICATION_TIME,NEW_FILE_MODIFICATION_TIME,FILE_METADATA_CHANGE_TIME,NEW_FILE_METADATA_CHANGE_TIME,FILE_ACCESS_TIME,NEW_FILE_ACCESS_TIME,FILE_TYPE,NEW_FILE_TYPE,SENSITIVE_FILE,SUID_CHANGED,SUID_SET,SUID_CLEARED,SGID_CHANGED,SGID_SET,SGID_CLEARED,STICKY_BIT_CHANGED,STICKY_SET,STICKY_CLEARED,PERMISSION_CHANGED,OWNER_CHANGED,GROUP_CHANGED,FILE_SIZE_EXTENDED,FILE_SIZE_TRUNCATED,CREATION_TIME_CHANGED,ACCESS_TIME_CHANGED,MODIFIED_METADATA_TIME_CHANGED,FILE_CREATED,TARGET_DIR_WORLD_WRITABLE,DEV_MAJOR,DEV_MAJOR_NEW,DEV_MINOR,DEV_MINOR_NEW,RDEV_MAJOR,RDEV_MINOR,RDEV_MAJOR_NEW,RDEV_MINOR_NEW,I_BDEV_MAJOR,I_BDEV_MINOR,I_BDEV_MAJOR_NEW,I_BDEV_MINOR_NEW,RDEV_BDEV_MISSMATCH,RDEV_BDEV_MISSMATCH_NEW,LINKED_FILE_SGID_OR_SUID,LINKED_TO_SENSITIVE_FILE,CROSS_USER_LINK,IS_SYMLINK,NEW_FILENAME,WAS_DIR_REMOVED,IS_CURRENT_DIR_WORLD_WRITABLE,IS_SWITCHING_USER,IS_SWITCHING_ROOT,IS_CHANGING_PASSWORD,IS_ROOT_COMMAND,NAME,RHOST,RNAME,LOGIN_TYPE,IS_AUTH_SUCCESS,PROTOCOL_FAMILY,SOCKET_TYPE,PROTOCOL,DPORT,DIPV4,DIPV6,LPORT,LIPV4,LIPV6,PATH,PEER_PID,PEER_UID,PEER_GID,BACKLOG,IFINDEX,IS_KERNEL_SOCK,IS_IMPORTANT_PORT,IS_SOCK_SUCCESS,ARGV
AUTH,0,0,root,root,2312132,1638,7,2797823542,vsftpd,void,void,1765279193923525073,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312132,1638,0,0,vsftpd,void,/etc/shadow,1765279196262622011,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312131,1638,7,2817613424,vsftpd,void,void,1765279193923256785,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312131,1638,0,0,vsftpd,void,/etc/shadow,1765279196281665378,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312133,1638,7,2829934389,vsftpd,void,void,1765279193923525071,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312133,1638,0,0,vsftpd,void,/etc/shadow,1765279196295731047,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312130,1638,7,2837451527,vsftpd,void,void,1765279193923214133,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312130,1638,0,0,vsftpd,void,/etc/shadow,1765279196300671540,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312129,1638,7,5874326424,vsftpd,void,void,1765279197475013654,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312129,1638,0,0,vsftpd,void,/etc/shadow,1765279199336874376,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312131,1638,7,5893632914,vsftpd,void,void,1765279197489568354,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312131,1638,0,0,vsftpd,void,/etc/shadow,1765279199358012029,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312132,1638,7,5910813448,vsftpd,void,void,1765279197475680840,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312132,1638,0,0,vsftpd,void,/etc/shadow,1765279199376067041,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312130,1638,7,5929335760,vsftpd,void,void,1765279197520875980,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312130,1638,0,0,vsftpd,void,/etc/shadow,1765279199392885999,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312133,1638,7,5938965513,vsftpd,void,void,1765279197509560626,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
FILE_OPEN_AND_WRITE_EXIT,0,0,root,root,2312133,1638,0,0,vsftpd,void,/etc/shadow,1765279199405252910,32768,0000,32768,0000,1, 0,0,0,0,0,1757592752063930186, 1757592752063930186,1757592752078930186, 1757592752078930186,1765206901941667247, 1765206901941667247,REGULAR,REGULAR,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,8,8,3,3,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,1,255,255,/etc/shadow,255,255,255,255,255,255,void,void,void,void,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
PROCESS_EXIT,0,0,root,root,2307173,2,0,753280034907,kworker/dying,void,void,1765279202023237894,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,0,255,255,void,255,255,255,255,255,255,,,,,255,-1,-1,-1,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
AUTH,0,0,root,root,2312129,1638,7,9721318324,vsftpd,void,void,1765279200543195892,4294967295,7777,4294967295,7777,0, 0,0,0,0,0,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,18446744073709551615, 18446744073709551615,void,void,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,0,0,255,0,255,255,void,255,255,0,0,0,0,stefan,::ffff:192.168.12.5,stefan,vsftpd,0,-1,-1,-1,65535,255.255.255.255,0000:0000:0000:0000:0000:0000:0000:0000,65535,255.255.255.255,766f:6964:0000:0000:0000:0000:0000:0000,void,-1,-1,-1,-1,-1,255,255,255,""
